a	000	32	1	0	7	6	1.25	0	7	8	6	7	6	7	1	1	0
a	001	28	0	2	6	5	0.8888888888888888	1	5	7	10	9	10	6	1	1	0
a	002	42	1	0	8	10	1.0	1	14	15	6	7	6	15	1	1	0
a	003	32	1	0	8	6	0.9090909090909091	1	4	6	14	12	20	10	1	1	3
a	004	37	1	0	7	7	1.0	0	8	8	7	9	8	8	1	1	0
a	005	68	0	0	10	10	1.0	0	7	7	6	10	0	0	1	1	0
a	006	43	1	0	10	7	1.0	1	9	9	14	14	18	14	1	1	3
a	007	23	1	0	6	6	0.8571428571428571	1	4	4	4	7	5	3	1	1	0
a	008	55	1	1	11	7	1.0714285714285714	0	12	14	16	15	13	13	1	1	0
a	009	31	0	1	7	5	1.0	0	5	6	7	8	7	4	1	1	0
a	010	39	1	0	8	8	1.0	1	7	8	9	9	9	9	1	1	0
a	011	55	6	0	3	13	0.9285714285714286	1	33	33	15	17	16	34	1	1	0
a	012	35	0	1	8	4	1.0	0	8	8	10	12	8	7	1	1	0
a	013	22	1	1	4	3	1.0	1	4	6	8	9	14	8	1	1	1
a	014	40	0	1	10	7	0.8461538461538461	1	6	6	13	16	19	9	1	1	0
a	015	42	0	0	8	7	0.9166666666666666	0	9	12	14	12	13	9	1	1	0
a	016	36	1	1	7	5	1.1	0	7	10	8	8	9	9	1	1	0
a	017	34	0	1	5	5	1.0	0	10	10	12	12	14	12	1	1	0
a	018	27	0	0	5	6	0.8571428571428571	0	5	5	5	6	2	2	1	1	0
a	019	43	0	0	7	6	0.8461538461538461	0	9	10	16	15	17	10	1	1	0
a	020	31	1	0	8	6	0.6	0	7	7	6	10	8	8	1	1	0
a	021	33	0	0	6	5	1.0	1	7	8	10	10	15	13	1	1	2
a	022	52	0	1	10	10	1.1538461538461537	0	15	13	8	8	9	14	1	1	0
a	023	26	0	1	5	4	1.375	0	6	9	5	5	9	13	1	1	2
a	024	29	1	0	6	5	1.5714285714285714	0	5	6	2	2	1	6	1	1	0
a	025	87	0	0	13	13	1.0	0	14	15	8	10	0	0	1	1	0
a	026	27	0	1	6	7	1.5	0	5	5	4	4	3	4	1	1	0
a	027	40	0	1	6	5	1.0	0	11	12	13	15	17	15	1	1	2
a	028	33	0	1	6	4	0.9090909090909091	1	6	7	11	13	17	12	1	1	3
a	029	34	0	0	7	5	1.2222222222222223	0	9	9	11	10	15	12	1	1	2
a	030	21	0	1	5	4	0.75	1	2	3	9	9	11	4	1	1	1
a	031	53	0	0	11	10	0.9166666666666666	0	4	7	8	11	3	2	1	2	0
a	032	25	1	1	5	5	0.8888888888888888	0	2	6	9	9	12	5	1	1	0
a	033	58	0	1	10	9	0.8333333333333334	0	9	10	6	9	0	1	1	1	0
a	034	53	6	0	3	13	1.0	1	33	33	13	15	14	34	1	1	0
a	035	40	0	1	12	4	0.7857142857142857	1	4	5	14	14	17	13	1	1	5
a	036	35	1	0	9	6	0.8181818181818182	1	6	6	13	12	14	8	1	1	2
a	037	42	2	0	9	8	0.7272727272727273	1	11	10	7	10	8	11	1	2	0
a	038	40	0	1	8	6	1.3	0	10	12	9	9	8	12	1	1	0
a	039	49	1	0	10	9	0.6923076923076923	0	14	11	11	12	11	12	1	1	0
a	040	42	1	0	9	7	0.8571428571428571	0	5	7	12	13	15	10	1	1	1
a	041	36	0	1	8	7	1.3333333333333333	0	7	8	8	6	6	9	1	1	0
a	042	32	0	2	6	7	1.5714285714285714	1	7	9	5	4	4	8	1	1	0
a	043	33	0	1	6	4	1.2	0	9	9	9	9	15	15	1	1	3
a	044	30	1	0	6	4	1.25	0	11	10	6	8	6	12	1	1	0
a	045	20	1	1	4	4	0.875	1	3	4	8	8	12	5	1	1	0
a	046	29	0	0	7	4	1.2857142857142858	0	7	8	10	8	9	7	1	1	0
a	047	39	1	0	8	5	1.0	1	10	9	9	12	11	12	1	1	1
a	048	34	1	1	6	4	0.9	0	7	7	10	11	11	7	1	1	0
a	049	34	1	0	9	6	0.9	0	5	6	11	12	11	7	1	1	0
a	050	40	0	0	8	8	1.0833333333333333	1	9	9	9	10	15	15	1	1	2
a	051	35	1	0	9	6	0.9090909090909091	0	7	6	9	12	12	10	1	1	1
a	052	35	1	0	7	7	1.1818181818181819	0	8	10	9	7	11	13	1	1	2
a	053	53	0	0	12	10	1.0	1	9	10	15	14	12	9	1	1	0
a	054	35	1	0	8	7	0.6363636363636364	1	6	7	7	10	10	7	1	1	0
a	055	59	0	0	11	11	1.0	0	8	10	8	10	4	2	1	1	0
a	056	46	7	0	3	11	0.8461538461538461	1	27	27	12	14	13	28	1	1	0
a	057	53	0	2	13	7	1.0	1	10	12	18	17	12	13	1	1	0
a	058	43	2	0	7	8	0.75	1	14	13	8	11	8	13	1	1	0
a	059	36	0	1	5	7	1.2222222222222223	0	9	10	6	6	6	10	1	1	0
a	060	40	0	0	7	7	1.0909090909090908	1	12	11	12	14	17	15	1	1	1
a	061	64	0	0	10	11	1.0	0	10	9	8	7	0	1	1	1	0
a	062	88	0	0	13	12	0.8	0	12	13	16	18	0	0	1	1	0
a	063	39	0	0	7	6	0.8461538461538461	1	9	9	15	15	20	13	1	1	1
a	064	32	3	0	6	4	1.1818181818181819	1	10	10	8	9	16	16	1	1	5
a	065	25	1	2	4	4	1.0	1	3	6	7	6	8	4	1	1	0
a	066	57	0	1	10	8	0.9090909090909091	0	11	12	6	9	0	2	1	1	0
a	067	22	0	1	3	4	1.0	1	6	5	6	6	12	10	1	1	2
a	068	34	0	0	6	4	1.0909090909090908	1	8	10	9	8	16	16	1	1	4
a	069	34	1	2	5	4	1.3	0	11	10	11	13	17	13	1	1	1
a	070	27	0	1	5	3	1.25	0	8	10	6	4	6	14	1	1	1
a	071	34	0	0	7	5	0.9	0	7	9	10	13	11	9	1	1	0
a	072	44	0	0	10	8	1.0909090909090908	0	9	11	6	9	7	10	1	1	0
a	073	23	0	1	3	2	1.125	0	6	8	6	7	9	11	1	1	1
a	074	58	2	2	10	14	1.0666666666666667	2	24	26	12	14	14	28	1	1	0
a	075	76	0	0	12	9	0.75	0	10	11	8	11	0	1	1	1	0
a	076	51	0	1	11	8	1.0	0	10	11	9	12	11	14	1	1	1
a	077	27	0	1	7	5	1.125	0	5	5	8	8	8	7	1	1	0
a	078	47	0	0	11	8	1.1818181818181819	0	7	9	11	9	8	10	1	1	0
a	079	35	0	2	8	6	1.1818181818181819	3	8	11	10	11	14	14	1	0	2
a	080	32	0	1	9	6	1.3333333333333333	0	5	7	10	8	15	11	1	1	4
a	081	27	0	0	6	4	1.4285714285714286	0	5	7	5	6	6	7	1	1	0
a	082	50	0	0	7	8	0.7857142857142857	0	11	12	17	20	19	10	1	1	0
a	083	31	1	0	7	2	1.3	0	7	9	6	7	13	15	1	1	3
a	084	39	0	2	8	7	1.1818181818181819	1	9	11	11	10	12	12	1	1	1
a	085	49	1	0	9	8	1.0	0	12	13	11	16	13	14	1	1	0
a	086	28	0	2	7	2	1.2222222222222223	0	5	6	4	6	6	12	1	1	3
a	087	53	6	0	3	13	1.0	1	33	33	13	15	14	34	1	1	0
a	088	45	1	0	11	4	0.9230769230769231	1	10	11	12	16	14	15	1	1	3
a	089	30	0	1	9	4	1.0	0	3	5	9	8	7	7	1	1	1
a	090	39	1	0	7	5	1.0	0	10	11	9	13	13	13	1	1	1
a	091	19	0	1	4	4	1.0	1	3	4	6	8	11	5	1	1	0
a	092	29	0	3	7	7	1.1111111111111112	1	5	6	8	7	9	7	1	1	1
a	093	53	0	1	10	9	1.0769230769230769	0	12	13	14	14	12	12	1	1	0
a	094	31	0	0	7	8	1.2857142857142858	1	6	6	7	6	6	5	1	1	0
a	095	31	0	4	5	2	1.1818181818181819	1	6	7	10	11	17	16	1	1	4
a	096	30	2	1	3	5	1.0	1	9	10	10	10	16	13	1	1	2
a	097	59	2	3	8	10	1.0	2	20	21	10	13	11	17	1	1	0
a	098	41	4	1	7	10	0.9166666666666666	1	18	18	6	9	10	23	1	1	1
a	099	37	0	1	8	7	1.1	0	7	9	9	10	9	8	1	1	0
b	000	34	5	1	5	4	0.6	1	6	7	15	14	18	11	1	1	2
b	001	29	5	1	5	5	0.7272727272727273	1	6	7	11	9	10	8	1	1	0
b	002	32	0	0	5	3	0.5454545454545454	0	5	7	12	10	3	6	1	1	0
b	003	37	6	0	5	5	0.6666666666666666	1	10	11	14	10	13	14	1	1	1
b	004	26	6	0	3	2	0.5384615384615384	1	7	7	14	11	14	10	1	1	0
b	005	35	7	0	5	6	0.5	1	7	8	14	14	14	5	1	1	0
b	006	25	5	0	4	3	0.5454545454545454	1	5	6	11	10	11	6	1	1	0
b	007	34	7	0	5	3	0.5625	0	6	8	16	14	17	11	1	1	1
b	008	46	0	0	11	7	0.5	0	9	8	14	14	14	10	1	2	0
b	009	27	6	0	6	5	0.5	1	4	3	12	11	10	3	1	1	0
b	010	25	6	1	4	2	0.9090909090909091	1	10	9	9	6	11	15	1	1	1
b	011	35	5	0	6	6	0.5714285714285714	1	5	6	14	10	11	4	1	1	0
b	012	31	6	0	4	3	0.6153846153846154	1	8	9	14	12	14	9	1	1	0
b	013	30	2	0	4	5	0.8	1	6	6	7	7	4	6	1	1	0
b	014	36	4	0	6	6	0.6923076923076923	1	8	8	14	12	14	9	1	1	0
b	015	36	6	0	7	5	0.5	1	7	6	16	14	13	6	1	1	0
b	016	34	6	0	5	4	0.6666666666666666	1	8	9	14	12	18	14	1	1	3
b	017	35	6	0	5	6	0.5384615384615384	1	5	8	13	10	11	3	1	1	0
b	018	31	5	0	4	5	0.6153846153846154	1	6	8	13	11	14	9	1	1	1
b	019	47	9	0	8	7	0.5	2	8	8	20	18	18	7	1	2	0
b	020	24	4	0	5	5	0.6666666666666666	1	3	4	7	6	5	3	1	1	0
b	021	28	6	0	3	5	0.46153846153846156	1	6	5	13	12	13	5	1	1	0
b	022	33	8	0	4	4	0.6	1	9	10	14	13	16	12	1	1	1
b	023	37	5	0	8	4	0.5333333333333333	1	6	7	15	14	12	9	1	1	0
b	024	35	5	0	7	5	0.8461538461538461	1	10	9	12	11	14	13	1	1	2
b	025	26	6	0	5	4	0.5	1	4	5	12	10	11	5	1	1	0
b	026	20	5	0	4	4	0.4	1	2	3	10	7	8	1	1	1	0
b	027	27	6	0	3	3	0.5833333333333334	1	7	9	13	11	13	9	1	1	0
b	028	25	5	0	5	5	0.6	1	5	5	10	8	8	4	1	1	0
b	029	32	5	1	7	4	0.6923076923076923	1	6	9	13	12	13	11	1	1	0
b	030	26	6	0	3	2	0.5833333333333334	1	7	7	13	10	13	8	1	1	0
b	031	33	5	0	7	5	0.6666666666666666	1	6	7	13	12	12	8	1	1	1
b	032	32	5	0	5	6	0.5714285714285714	1	6	5	14	10	15	6	1	1	1
b	033	37	7	0	7	6	0.6	2	6	7	15	14	16	8	1	1	0
b	034	39	6	0	6	6	0.6	0	9	9	14	13	14	9	1	1	0
b	035	38	4	0	6	6	0.5714285714285714	1	6	8	16	15	14	6	1	1	0
b	036	28	5	0	5	5	0.5	1	4	5	12	11	12	4	1	1	0
b	037	32	5	1	4	3	0.6923076923076923	1	8	9	13	12	14	11	1	1	0
b	038	31	5	0	5	6	0.6153846153846154	1	8	6	12	11	14	7	1	1	0
b	039	31	4	2	7	3	0.7692307692307693	2	7	7	12	10	14	13	1	1	2
b	040	36	8	0	5	4	0.6	1	10	11	15	14	15	11	1	1	0
b	041	61	0	0	12	10	0.7333333333333333	0	18	19	15	14	15	17	1	2	0
b	042	30	9	0	3	3	0.4666666666666667	1	7	8	15	14	16	8	1	1	0
b	043	38	5	0	7	6	0.75	1	8	7	12	9	7	7	1	1	0
b	044	25	7	0	4	2	0.5	1	5	6	13	10	11	6	1	1	0
b	045	72	0	0	10	10	0.5882352941176471	0	13	14	22	21	0	6	1	1	0
b	046	35	5	1	5	7	0.6923076923076923	1	6	7	10	10	9	6	1	1	0
b	047	26	5	0	2	4	0.46153846153846156	1	5	4	14	12	15	6	1	1	0
b	048	27	6	0	3	4	0.5	1	6	7	13	11	13	6	1	1	0
b	049	31	8	0	4	5	0.5333333333333333	1	7	7	15	13	16	8	1	1	0
b	050	29	3	0	7	4	0.7	1	6	5	10	10	7	7	1	1	0
b	051	21	4	0	5	4	0.4444444444444444	1	2	4	9	7	6	1	1	1	0
b	052	49	6	0	10	9	0.6875	1	8	8	17	20	18	8	1	1	0
b	053	34	6	0	2	2	0.6923076923076923	1	13	14	16	15	16	14	1	1	0
b	054	34	6	0	5	5	0.7142857142857143	1	10	9	13	12	14	12	1	1	0
b	055	37	4	0	6	6	0.6923076923076923	1	9	8	14	10	12	8	1	1	0
b	056	26	4	0	3	4	0.6363636363636364	1	7	7	12	9	12	8	1	1	0
b	057	24	4	0	4	5	0.6	1	3	6	10	7	9	5	1	1	0
b	058	35	5	0	6	4	0.5	1	5	4	17	13	19	10	1	1	4
b	059	37	6	0	4	4	0.6666666666666666	1	11	12	16	15	17	14	1	1	0
b	060	31	5	0	4	5	0.6666666666666666	1	9	9	12	11	12	9	1	1	0
b	061	34	8	0	4	4	0.4375	1	7	8	16	15	16	8	1	1	0
b	062	34	7	0	4	3	0.7333333333333333	1	9	10	14	11	17	15	1	1	2
b	063	52	4	0	8	9	0.8666666666666667	1	13	12	15	11	12	13	1	1	0
b	064	36	5	0	5	6	0.6923076923076923	1	9	11	12	11	12	10	1	1	0
b	065	28	5	1	2	2	0.5384615384615384	1	5	6	14	13	17	9	1	1	1
b	066	41	7	0	6	6	0.625	1	10	11	16	15	16	11	1	1	0
b	067	29	7	0	3	2	0.6428571428571429	1	8	10	13	11	16	13	1	1	2
b	068	29	4	0	4	4	0.6153846153846154	1	4	5	13	11	15	8	1	1	1
b	069	34	8	0	2	2	0.6428571428571429	1	13	14	16	15	16	14	1	1	0
b	070	39	3	0	5	7	0.8333333333333334	1	12	11	14	12	13	11	1	1	0
b	071	21	4	0	4	4	0.5555555555555556	1	3	4	9	6	7	3	1	1	0
b	072	34	7	2	4	3	0.625	2	7	9	15	15	18	11	1	1	0
b	073	30	6	0	5	4	0.5714285714285714	1	6	5	14	12	15	9	1	1	1
b	074	35	4	0	6	6	0.5	1	5	5	15	11	13	4	1	1	0
b	075	39	6	0	8	4	0.7333333333333333	1	10	10	14	15	15	14	1	1	1
b	076	24	6	0	3	3	0.4166666666666667	1	4	4	13	11	13	5	1	1	0
b	077	42	6	0	9	5	0.6666666666666666	2	10	9	17	16	16	11	1	1	1
b	078	36	8	0	5	3	0.625	1	10	10	17	14	18	14	1	1	1
b	079	29	6	0	4	4	0.5833333333333334	1	8	8	13	11	12	8	1	1	0
b	080	35	5	0	4	3	0.6428571428571429	1	9	10	16	14	17	12	1	1	1
b	081	34	6	0	3	3	0.6428571428571429	1	11	12	17	14	17	13	1	1	0
b	082	30	4	0	6	3	0.7272727272727273	1	7	8	12	9	10	8	1	1	0
b	083	29	6	0	4	3	0.5833333333333334	1	6	7	13	10	10	7	1	1	0
b	084	33	5	0	3	4	0.6428571428571429	1	9	8	15	13	16	12	1	1	0
b	085	30	6	0	3	3	0.4666666666666667	1	5	6	17	14	18	9	1	1	1
b	086	28	6	0	3	4	0.46153846153846156	1	6	6	13	12	13	5	1	1	0
b	087	30	5	0	5	5	0.7272727272727273	1	8	8	11	9	10	8	1	1	0
b	088	39	7	0	7	6	0.5333333333333333	1	7	5	15	15	15	6	1	1	0
b	089	33	4	0	6	6	0.5384615384615384	1	5	6	14	12	13	5	1	1	0
b	090	23	6	0	2	2	0.5	1	5	6	13	10	14	8	1	1	1
b	091	26	5	1	3	4	0.5833333333333334	2	5	6	13	10	14	7	1	1	0
b	092	21	6	0	3	3	0.45454545454545453	1	3	5	11	8	11	5	1	1	0
b	093	84	0	0	11	10	0.5882352941176471	0	8	10	20	16	0	0	1	1	0
b	094	45	7	0	9	7	0.5294117647058824	1	7	6	19	18	17	7	1	1	0
b	095	19	5	0	2	2	0.4	1	3	4	11	10	11	4	1	1	0
b	096	28	6	0	4	3	0.5384615384615384	1	5	7	13	12	13	7	1	1	0
b	097	41	6	0	5	6	0.7333333333333333	1	12	12	15	13	14	12	1	1	0
b	098	34	9	0	6	4	0.5	1	7	8	16	14	15	9	1	1	0
b	099	37	6	0	7	4	0.5	1	6	6	16	13	9	6	1	1	0
c	000	30	5	0	5	5	0.8333333333333334	2	11	11	9	9	11	14	1	0	0
c	001	32	7	0	4	5	0.9166666666666666	0	14	14	8	8	10	14	1	0	0
c	002	36	7	1	4	5	0.9285714285714286	2	18	17	8	7	7	18	1	0	0
c	003	27	3	0	4	6	0.9	2	10	10	5	4	3	10	1	0	0
c	004	28	6	1	4	4	0.9090909090909091	2	14	14	8	6	6	14	1	0	0
c	005	25	5	1	3	3	0.8333333333333334	2	11	10	5	4	5	14	1	0	1
c	006	34	5	0	3	5	1.0833333333333333	0	13	15	4	7	9	15	1	0	2
c	007	42	5	0	6	7	1.0	1	15	16	9	8	8	15	1	0	0
c	008	21	4	3	2	1	1.375	2	13	13	3	3	4	17	1	0	2
c	009	30	4	0	5	5	0.8333333333333334	2	12	12	6	5	4	12	1	0	0
c	010	25	9	1	3	3	0.8333333333333334	1	12	12	7	7	9	14	1	0	0
c	011	18	3	1	2	3	0.875	2	8	7	4	3	3	8	1	0	0
c	012	42	7	2	6	7	1.0	0	17	17	9	9	9	17	1	0	0
c	013	30	0	0	4	5	1.1	1	10	9	2	3	0	8	1	0	0
c	014	34	8	2	6	4	1.0	1	13	14	7	6	10	19	1	0	2
c	015	23	3	0	3	4	0.8888888888888888	2	10	10	5	3	3	10	1	0	0
c	016	24	6	0	4	4	0.8181818181818182	1	8	9	6	5	8	12	1	0	0
c	017	35	7	1	3	4	0.8571428571428571	2	16	16	9	7	7	16	1	0	0
c	018	31	5	0	4	4	0.7692307692307693	2	12	12	7	5	5	12	1	0	0
c	019	27	6	0	2	2	0.7692307692307693	2	10	10	9	9	16	17	1	0	4
c	020	33	5	1	6	6	1.0	0	13	11	8	6	7	12	1	0	0
c	021	23	8	1	3	1	0.9090909090909091	2	12	12	6	6	9	17	1	0	3
c	022	25	4	0	4	4	1.0	0	11	11	5	5	6	15	1	0	0
c	023	62	0	0	9	11	0.8461538461538461	0	9	9	6	7	0	0	1	0	0
c	024	25	6	0	2	2	0.8333333333333334	2	10	10	7	7	12	14	1	0	3
c	025	13	3	1	2	2	0.7142857142857143	2	5	5	5	3	3	6	1	0	0
c	026	32	6	0	5	4	1.0	0	11	11	4	6	11	18	1	0	5
c	027	21	4	0	3	3	0.6	2	6	7	9	10	11	7	1	0	0
c	028	42	5	0	8	7	0.8571428571428571	0	13	13	12	10	11	13	1	0	0
c	029	35	6	0	3	6	0.7857142857142857	2	13	13	8	6	6	13	1	0	0
c	030	31	3	0	6	7	0.9090909090909091	0	7	8	5	6	8	7	1	0	1
c	031	24	8	0	4	3	0.75	1	9	10	7	6	9	14	1	0	1
c	032	30	6	0	6	5	0.9166666666666666	1	11	13	7	7	9	16	1	0	1
c	033	23	6	0	2	2	0.75	2	8	8	6	6	11	14	1	0	2
c	034	25	6	0	4	2	0.9090909090909091	1	12	11	6	7	9	17	1	0	2
c	035	28	5	1	3	2	1.0	1	12	11	6	7	14	17	1	0	3
c	036	28	6	1	5	5	0.75	1	7	8	7	5	7	8	1	0	0
c	037	27	8	0	3	3	0.8461538461538461	2	13	13	6	6	8	18	1	0	1
c	038	23	7	0	4	4	0.8181818181818182	1	9	10	5	6	8	13	1	0	1
c	039	55	1	0	8	11	1.0714285714285714	0	17	17	8	7	2	13	1	1	0
c	040	40	6	0	6	6	0.8571428571428571	0	12	12	9	9	9	11	1	0	0
c	041	32	2	0	7	8	1.2222222222222223	1	10	11	5	5	5	9	1	0	0
c	042	26	5	0	4	3	0.9090909090909091	2	10	10	7	5	11	15	1	0	2
c	043	32	2	0	6	6	1.0	0	10	10	5	7	5	9	1	0	0
c	044	24	5	0	4	4	0.7272727272727273	1	7	8	7	8	11	9	1	0	1
c	045	18	4	0	3	3	0.6666666666666666	2	7	6	5	4	4	7	1	0	0
c	046	21	2	0	3	3	1.1428571428571428	1	9	10	4	3	3	9	1	0	0
c	047	26	3	1	5	5	1.1111111111111112	0	10	11	5	6	8	12	1	0	1
c	048	20	5	1	2	2	1.0	2	10	10	4	4	7	14	1	0	2
c	049	22	8	2	3	2	1.0	2	11	11	4	4	9	17	1	0	3
c	050	21	5	0	3	3	0.7777777777777778	1	7	8	7	6	7	7	1	0	0
c	051	35	8	1	3	5	0.9285714285714286	1	17	16	8	8	8	18	1	0	0
c	052	28	8	1	4	3	0.7857142857142857	2	11	10	8	7	11	17	1	0	2
c	053	8	1	0	1	2	0.75	1	3	3	3	2	1	3	1	0	0
c	054	32	6	0	5	6	0.7857142857142857	1	10	9	7	8	12	15	1	0	3
c	055	29	5	1	4	5	0.8333333333333334	2	12	12	7	5	5	12	1	0	0
c	056	37	5	0	4	6	0.9230769230769231	1	14	14	7	5	5	14	1	0	0
c	057	18	6	1	3	1	0.8	2	7	7	5	5	8	13	1	0	2
c	058	33	5	1	6	8	0.8461538461538461	1	9	8	7	7	9	8	1	0	0
c	059	28	5	1	3	5	0.75	2	9	9	7	5	5	9	1	0	0
c	060	20	7	3	2	2	1.1111111111111112	2	11	12	5	4	7	14	1	0	2
c	061	33	4	0	6	6	0.8333333333333334	0	9	9	7	7	8	9	1	0	0
c	062	24	5	0	3	5	0.6666666666666666	1	8	7	6	5	5	7	1	0	0
c	063	23	3	0	4	5	0.6666666666666666	0	5	6	7	7	7	4	1	0	0
c	064	27	5	0	3	3	0.8181818181818182	1	10	11	7	6	6	10	1	0	0
c	065	28	6	2	3	3	1.1818181818181819	2	15	14	4	4	6	18	1	0	2
c	066	20	8	0	2	1	0.7	2	11	11	8	8	8	12	1	0	0
